chr1	100007157	100007554	+	163	5	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100007157	100007554	+	83	2	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100007157	100009287	+	163	16	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100007157	100009287	+	83	51	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100007157	100009290	+	163	3	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100007157	100011364	+	163	106	alternate intergenic junction (NM_001271684.2, NM_001271685.2, NM_012243.3)	alternate intron	NA	intergenic	NA	
chr1	100007157	100011364	+	83	101	alternate intergenic junction (NM_001271684.2, NM_001271685.2, NM_012243.3)	alternate intron	NA	intergenic	NA	
chr1	100007601	100009287	+	163	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100007601	100009287	+	83	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100007601	100011364	+	163	3	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100007601	100011364	+	83	4	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100009324	100011364	+	163	25	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100009324	100011364	+	83	9	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100010246	100011364	+	163	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100011534	100011744	+	163	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100011534	100011744	+	83	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100011534	100015284	+	163	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100011534	100015284	+	83	3	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100011534	100015301	+	163	152	alternate intergenic junction (NM_001271685.2, NM_012243.3)	alternate intron	NA	intergenic	NA	
chr1	100011534	100015301	+	83	251	alternate intergenic junction (NM_001271685.2, NM_012243.3)	alternate intron	NA	intergenic	NA	
chr1	100011534	100015301	+	89	1	alternate intergenic junction (NM_001271685.2, NM_012243.3)	alternate intron	NA	intergenic	NA	
chr1	100011534	100022385	+	163	1	alternate intergenic junction (NM_001271684.2 exon 5-6)	alternate intron	NA	intergenic	NA	
chr1	100011534	100022385	+	83	2	alternate intergenic junction (NM_001271684.2 exon 5-6)	alternate intron	NA	intergenic	NA	
chr1	100011534	100043072	+	163	3	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100011534	100043072	+	419	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100011534	100049908	+	163	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100011534	100049908	+	83	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100015421	100017681	+	163	117	alternate intergenic junction (NM_001271685.2, NM_012243.3)	alternate intron	NA	intergenic	NA	
chr1	100015421	100017681	+	83	29	alternate intergenic junction (NM_001271685.2, NM_012243.3)	alternate intron	NA	intergenic	NA	
chr1	100015421	100022385	+	163	3	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100015421	100022385	+	83	3	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100015421	100043072	+	163	2	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100015421	100043072	+	83	2	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100015421	100049908	+	163	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100017816	100022385	+	163	186	alternate intergenic junction (NM_001271685.2, NM_012243.3)	alternate intron	NA	intergenic	NA	
chr1	100017816	100022385	+	83	159	alternate intergenic junction (NM_001271685.2, NM_012243.3)	alternate intron	NA	intergenic	NA	
chr1	100017816	100022456	+	83	2	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100017816	100024644	+	163	4	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100017816	100024644	+	83	2	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100017816	100037826	+	163	2	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100017816	100037826	+	83	4	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100017816	100043072	+	163	6	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100017816	100043072	+	83	3	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100017816	100049908	+	163	9	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100017816	100049908	+	83	12	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100024426	100279653	-	163	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100024481	100632132	+	339	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100024707	100933063	-	83	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100037950	100038241	+	163	2	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100037950	100038241	+	83	2	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100038317	100043072	+	163	5	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100038317	100043072	+	83	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100038317	100049908	+	163	446	alternate intergenic junction (NM_033055.3 exon 1-2)	alternate intron	NA	intergenic	NA	
chr1	100038317	100049908	+	83	405	alternate intergenic junction (NM_033055.3 exon 1-2)	alternate intron	NA	intergenic	NA	
chr1	100038317	100058665	+	163	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100038317	100058665	+	83	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100039053	100043072	+	163	4	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100039053	100043072	+	83	4	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100039243	100043072	+	163	2	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100039243	100043072	+	83	2	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100043230	100049908	+	163	19	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100043230	100049908	+	339	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100043230	100049908	+	83	38	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100050005	100058665	+	163	389	alternate intergenic junction (NM_033055.3 exon 2-3)	alternate intron	NA	intergenic	NA	
chr1	100050005	100058665	+	339	1	alternate intergenic junction (NM_033055.3 exon 2-3)	alternate intron	NA	intergenic	NA	
chr1	100050005	100058665	+	419	1	alternate intergenic junction (NM_033055.3 exon 2-3)	alternate intron	NA	intergenic	NA	
chr1	100050005	100058665	+	83	489	alternate intergenic junction (NM_033055.3 exon 2-3)	alternate intron	NA	intergenic	NA	
chr1	100058082	100084179	-	147	2	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100058082	100084179	-	99	2	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100058729	100059877	+	163	331	alternate intergenic junction (NM_033055.3 exon 3-4)	alternate intron	NA	intergenic	NA	
chr1	100058729	100059877	+	83	331	alternate intergenic junction (NM_033055.3 exon 3-4)	alternate intron	NA	intergenic	NA	
chr1	100058729	100059877	+	89	1	alternate intergenic junction (NM_033055.3 exon 3-4)	alternate intron	NA	intergenic	NA	
chr1	100060006	100061834	+	163	237	alternate intergenic junction (NM_033055.3 exon 4-5)	alternate intron	NA	intergenic	NA	
chr1	100060006	100061834	+	83	133	alternate intergenic junction (NM_033055.3 exon 4-5)	alternate intron	NA	intergenic	NA	
chr1	100061950	100067976	+	163	400	alternate intergenic junction (NM_033055.3 exon 5-6)	alternate intron	NA	intergenic	NA	
chr1	100061950	100067976	+	83	351	alternate intergenic junction (NM_033055.3 exon 5-6)	alternate intron	NA	intergenic	NA	
chr1	100061950	100067976	+	89	2	alternate intergenic junction (NM_033055.3 exon 5-6)	alternate intron	NA	intergenic	NA	
chr1	100063719	100290688	-	83	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100068196	100068455	+	163	2	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100068196	100068455	+	83	2	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100068196	100068472	+	163	410	alternate intergenic junction (NM_033055.3 exon 6-7)	alternate intron	NA	intergenic	NA	
chr1	100068196	100068472	+	339	1	alternate intergenic junction (NM_033055.3 exon 6-7)	alternate intron	NA	intergenic	NA	
chr1	100068196	100068472	+	419	1	alternate intergenic junction (NM_033055.3 exon 6-7)	alternate intron	NA	intergenic	NA	
chr1	100068196	100068472	+	83	515	alternate intergenic junction (NM_033055.3 exon 6-7)	alternate intron	NA	intergenic	NA	
chr1	100068196	100068472	+	89	1	alternate intergenic junction (NM_033055.3 exon 6-7)	alternate intron	NA	intergenic	NA	
chr1	100068196	100069613	+	163	3	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100068196	100069613	+	83	3	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100068587	100069613	+	163	186	alternate intergenic junction (NM_033055.3 exon 7-8)	alternate intron	NA	intergenic	NA	
chr1	100068587	100069613	+	83	238	alternate intergenic junction (NM_033055.3 exon 7-8)	alternate intron	NA	intergenic	NA	
chr1	100068587	100077164	+	163	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100068587	100077164	+	83	3	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100068752	100744845	+	163	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100069686	100077164	+	163	212	alternate intergenic junction (NM_033055.3 exon 8-9)	alternate intron	NA	intergenic	NA	
chr1	100069686	100077164	+	83	170	alternate intergenic junction (NM_033055.3 exon 8-9)	alternate intron	NA	intergenic	NA	
chr1	100077278	100078450	+	163	220	alternate intergenic junction (NM_033055.3 exon 9-10)	alternate intron	NA	intergenic	NA	
chr1	100077278	100078450	+	83	113	alternate intergenic junction (NM_033055.3 exon 9-10)	alternate intron	NA	intergenic	NA	
chr1	10007749	10008172	+	83	3	alternate intergenic junction (NM_052960.3, NR_138250.2)	alternate intron	NA	intergenic	NA	
chr1	100078549	100080495	+	163	370	alternate intergenic junction (NM_033055.3 exon 10-11)	alternate intron	NA	intergenic	NA	
chr1	100078549	100080495	+	83	218	alternate intergenic junction (NM_033055.3 exon 10-11)	alternate intron	NA	intergenic	NA	
chr1	100080660	100082002	+	163	475	alternate intergenic junction (NM_033055.3 exon 11-12)	alternate intron	NA	intergenic	NA	
